City,DATE,PRCP,TAVG
Los Angeles,2017-11-10,0,64
Miami,2017-11-10,0.28,80
Fairbanks,2017-11-10,0.03,18
Minneapolis,2017-11-10,0.03,16
Roanoke,2017-11-10,0,46
Los Angeles,2017-11-11,0,62
Miami,2017-11-11,0.09,79
Fairbanks,2017-11-11,0,15
Minneapolis,2017-11-11,0,32
Roanoke,2017-11-11,0,33
Los Angeles,2017-11-12,0,62
Miami,2017-11-12,1.3,81
Fairbanks,2017-11-12,0.45,14
Minneapolis,2017-11-12,0,31
Roanoke,2017-11-12,0.1,36
Los Angeles,2017-11-13,0,62
Miami,2017-11-13,0.68,79
Fairbanks,2017-11-13,0.05,25
Minneapolis,2017-11-13,0,33
Roanoke,2017-11-13,0,44
Los Angeles,2017-11-14,0,63
Miami,2017-11-14,0,80
Fairbanks,2017-11-14,0,18
Minneapolis,2017-11-14,0.08,41
Roanoke,2017-11-14,0,45
Los Angeles,2017-11-15,0,65
Miami,2017-11-15,0.51,75
Fairbanks,2017-11-15,0,-1
Minneapolis,2017-11-15,0,40
Roanoke,2017-11-15,0,41
Los Angeles,2017-11-16,0,67
Miami,2017-11-16,0,75
Fairbanks,2017-11-16,0.22,10
Minneapolis,2017-11-16,0,29
Roanoke,2017-11-16,0,50
Los Angeles,2017-11-17,0,67
Miami,2017-11-17,0,74
Fairbanks,2017-11-17,0.03,11
Minneapolis,2017-11-17,0.09,36
Roanoke,2017-11-17,0,44
Los Angeles,2017-11-18,0,64
Miami,2017-11-18,0,75
Fairbanks,2017-11-18,0,-12
Minneapolis,2017-11-18,0,35
Roanoke,2017-11-18,0,46
Los Angeles,2017-11-19,0,65
Miami,2017-11-19,0,75
Fairbanks,2017-11-19,0,-10
Minneapolis,2017-11-19,0,25
Roanoke,2017-11-19,0.1,50
Los Angeles,2017-11-20,0,62
Miami,2017-11-20,0.15,74
Fairbanks,2017-11-20,0,-10
Minneapolis,2017-11-20,0,38
Roanoke,2017-11-20,0,41
Los Angeles,2017-11-21,0,67
Miami,2017-11-21,0.62,77
Fairbanks,2017-11-21,0.1,-15
Minneapolis,2017-11-21,0,33
Roanoke,2017-11-21,0,40
Los Angeles,2017-11-22,0,74
Miami,2017-11-22,0,77
Fairbanks,2017-11-22,0.19,4
Minneapolis,2017-11-22,0,21
Roanoke,2017-11-22,0,49
Los Angeles,2017-11-23,0,77
Miami,2017-11-23,0.32,77
Fairbanks,2017-11-23,0.01,3
Minneapolis,2017-11-23,0,32
Roanoke,2017-11-23,0,36
Los Angeles,2017-11-24,0,69
Miami,2017-11-24,0,76
Fairbanks,2017-11-24,0.02,-4
Minneapolis,2017-11-24,0,49
Roanoke,2017-11-24,0,40
Los Angeles,2017-11-25,0,69
Miami,2017-11-25,0,72
Fairbanks,2017-11-25,0,-6
Minneapolis,2017-11-25,0,39
Roanoke,2017-11-25,0,46
Los Angeles,2017-11-26,0,61
Miami,2017-11-26,0,74
Fairbanks,2017-11-26,0,-16
Minneapolis,2017-11-26,0,36
Roanoke,2017-11-26,0,51
Los Angeles,2017-11-27,0.01,62
Miami,2017-11-27,0,73
Fairbanks,2017-11-27,0,-14
Minneapolis,2017-11-27,0,44
Roanoke,2017-11-27,0,47
Los Angeles,2017-11-28,0,61
Miami,2017-11-28,0.4,78
Fairbanks,2017-11-28,0,-10
Minneapolis,2017-11-28,0,50
Roanoke,2017-11-28,0,46
Los Angeles,2017-11-29,0,62
Miami,2017-11-29,0,78
Fairbanks,2017-11-29,0,-6
Minneapolis,2017-11-29,0,36
Roanoke,2017-11-29,0,52
Los Angeles,2017-11-30,0,61
Miami,2017-11-30,0,78
Fairbanks,2017-11-30,0,-2
Minneapolis,2017-11-30,0,42
Roanoke,2017-11-30,0,49
Los Angeles,2017-12-01,0,61
Miami,2017-12-01,0,76
Fairbanks,2017-12-01,0,-1
Minneapolis,2017-12-01,0,38
Roanoke,2017-12-01,0,53
Los Angeles,2017-12-02,0,61
Miami,2017-12-02,0,76
Fairbanks,2017-12-02,0,2
Minneapolis,2017-12-02,0,39
Roanoke,2017-12-02,0,43
Los Angeles,2017-12-03,0,60
Miami,2017-12-03,0,75
Fairbanks,2017-12-03,0.02,13
Minneapolis,2017-12-03,0,38
Roanoke,2017-12-03,0,47
Los Angeles,2017-12-04,0,61
Miami,2017-12-04,0.04,74
Fairbanks,2017-12-04,0,18
Minneapolis,2017-12-04,0.37,52
Roanoke,2017-12-04,0,43
Los Angeles,2017-12-05,0,63
Miami,2017-12-05,0,77
Fairbanks,2017-12-05,0,16
Minneapolis,2017-12-05,0.01,24
Roanoke,2017-12-05,0.02,48
Los Angeles,2017-12-06,0,61
Miami,2017-12-06,0,77
Fairbanks,2017-12-06,0.05,25
Minneapolis,2017-12-06,0.01,18
Roanoke,2017-12-06,0,46
Los Angeles,2017-12-07,0,65
Miami,2017-12-07,0,77
Fairbanks,2017-12-07,0.01,19
Minneapolis,2017-12-07,0,15
Roanoke,2017-12-07,0,42
Los Angeles,2017-12-08,0,67
Miami,2017-12-08,0,79
Fairbanks,2017-12-08,0,28
Minneapolis,2017-12-08,0,23
Roanoke,2017-12-08,0,38
Los Angeles,2017-12-09,0,67
Miami,2017-12-09,0.52,74
Fairbanks,2017-12-09,0,21
Minneapolis,2017-12-09,0,24
Roanoke,2017-12-09,0.13,32
Los Angeles,2017-12-10,0,69
Miami,2017-12-10,0,58
Fairbanks,2017-12-10,0,11
Minneapolis,2017-12-10,0,25
Roanoke,2017-12-10,0,34
Los Angeles,2017-12-11,0,71
Miami,2017-12-11,0,58
Fairbanks,2017-12-11,0,28
Minneapolis,2017-12-11,0.18,29
Roanoke,2017-12-11,0,40
Los Angeles,2017-12-12,0,66
Miami,2017-12-12,0,60
Fairbanks,2017-12-12,0,20
Minneapolis,2017-12-12,0,15
Roanoke,2017-12-12,0,40
Los Angeles,2017-12-13,0,65
Miami,2017-12-13,0,62
Fairbanks,2017-12-13,0,27
Minneapolis,2017-12-13,0.01,26
Roanoke,2017-12-13,0,28
Los Angeles,2017-12-14,0,61
Miami,2017-12-14,0,60
Fairbanks,2017-12-14,0,15
Minneapolis,2017-12-14,0,20
Roanoke,2017-12-14,0,42
Los Angeles,2017-12-15,0,64
Miami,2017-12-15,0,66
Fairbanks,2017-12-15,0,20
Minneapolis,2017-12-15,0.05,24
Roanoke,2017-12-15,0,33
Los Angeles,2017-12-16,0,61
Miami,2017-12-16,0,70
Fairbanks,2017-12-16,0.06,18
Minneapolis,2017-12-16,0,28
Roanoke,2017-12-16,0,38
Los Angeles,2017-12-17,0,62
Miami,2017-12-17,0,74
Fairbanks,2017-12-17,0.02,20
Minneapolis,2017-12-17,0,24
Roanoke,2017-12-17,0.01,41
Los Angeles,2017-12-18,0,62
Miami,2017-12-18,0,76
Fairbanks,2017-12-18,0.01,20
Minneapolis,2017-12-18,0,30
Roanoke,2017-12-18,0,48
Los Angeles,2017-12-19,0,58
Miami,2017-12-19,0,76
Fairbanks,2017-12-19,0.14,19
Minneapolis,2017-12-19,0,36
Roanoke,2017-12-19,0,54
Los Angeles,2017-12-20,0.01,56
Miami,2017-12-20,0,74
Fairbanks,2017-12-20,0.07,26
Minneapolis,2017-12-20,0.01,22
Roanoke,2017-12-20,0,55
Los Angeles,2017-12-21,0,55
Miami,2017-12-21,0,75
Fairbanks,2017-12-21,0,12
Minneapolis,2017-12-21,0,21
Roanoke,2017-12-21,0,41
Los Angeles,2017-12-22,0,54
Miami,2017-12-22,0,76
Fairbanks,2017-12-22,0,-3
Minneapolis,2017-12-22,0,22
Roanoke,2017-12-22,0.06,44
Los Angeles,2017-12-23,0,56
Miami,2017-12-23,0,76
Fairbanks,2017-12-23,0,-1
Minneapolis,2017-12-23,0,18
Roanoke,2017-12-23,0.13,53
Los Angeles,2017-12-24,0,58
Miami,2017-12-24,0,74
Fairbanks,2017-12-24,0,-11
Minneapolis,2017-12-24,0.01,18
Roanoke,2017-12-24,0.01,43
Los Angeles,2017-12-25,0,56
Miami,2017-12-25,0,73
Fairbanks,2017-12-25,0,-13
Minneapolis,2017-12-25,0,3
Roanoke,2017-12-25,0,33
Los Angeles,2017-12-26,0,56
Miami,2017-12-26,0,75
Fairbanks,2017-12-26,0,1
Minneapolis,2017-12-26,0,-4
Roanoke,2017-12-26,0,30
Los Angeles,2017-12-27,0,59
Miami,2017-12-27,0.09,76
Fairbanks,2017-12-27,0,-9
Minneapolis,2017-12-27,0,-3
Roanoke,2017-12-27,0,30
Los Angeles,2017-12-28,0,59
Miami,2017-12-28,0.01,75
Fairbanks,2017-12-28,0,-1
Minneapolis,2017-12-28,0.09,4
Roanoke,2017-12-28,0,19
Los Angeles,2017-12-29,0,63
Miami,2017-12-29,0,72
Fairbanks,2017-12-29,0,-21
Minneapolis,2017-12-29,0.05,3
Roanoke,2017-12-29,0,26
Los Angeles,2017-12-30,0,60
Miami,2017-12-30,0,64
Fairbanks,2017-12-30,0,-20
Minneapolis,2017-12-30,0,-7
Roanoke,2017-12-30,0,31
Los Angeles,2017-12-31,0,56
Miami,2017-12-31,0,64
Fairbanks,2017-12-31,0,-4
Minneapolis,2017-12-31,0,-9
Roanoke,2017-12-31,0,22
Los Angeles,2018-01-01,0,57
Miami,2018-01-01,0,70
Fairbanks,2018-01-01,0,1
Minneapolis,2018-01-01,0,-8
Roanoke,2018-01-01,0,17
Los Angeles,2018-01-02,0,60
Miami,2018-01-02,0.24,64
Fairbanks,2018-01-02,0,10
Minneapolis,2018-01-02,0,-3
Roanoke,2018-01-02,0,17
Los Angeles,2018-01-03,0,62
Miami,2018-01-03,0.5,65
Fairbanks,2018-01-03,0,10
Minneapolis,2018-01-03,0,6
Roanoke,2018-01-03,0,19
Los Angeles,2018-01-04,0,62
Miami,2018-01-04,0,53
Fairbanks,2018-01-04,0,8
Minneapolis,2018-01-04,0,-1
Roanoke,2018-01-04,0,22
Los Angeles,2018-01-05,0,62
Miami,2018-01-05,0,54
Fairbanks,2018-01-05,0,1
Minneapolis,2018-01-05,0,-4
Roanoke,2018-01-05,0,16
Los Angeles,2018-01-06,0,60
Miami,2018-01-06,0,58
Fairbanks,2018-01-06,0,-4
Minneapolis,2018-01-06,0,-2
Roanoke,2018-01-06,0,15
Los Angeles,2018-01-07,0,62
Miami,2018-01-07,0,61
Fairbanks,2018-01-07,0,-9
Minneapolis,2018-01-07,0,17
Roanoke,2018-01-07,0,14
Los Angeles,2018-01-08,0.28,63
Miami,2018-01-08,0.01,70
Fairbanks,2018-01-08,0,-17
Minneapolis,2018-01-08,0,29
Roanoke,2018-01-08,0.06,24
Los Angeles,2018-01-09,1.12,60
Miami,2018-01-09,0.02,73
Fairbanks,2018-01-09,0,-12
Minneapolis,2018-01-09,0,33
Roanoke,2018-01-09,0,43
Los Angeles,2018-01-10,0,56
Miami,2018-01-10,0.04,72
Fairbanks,2018-01-10,0,-18
Minneapolis,2018-01-10,0,36
Roanoke,2018-01-10,0,42
Los Angeles,2018-01-11,0,57
Miami,2018-01-11,0,75
Fairbanks,2018-01-11,0,-5
Minneapolis,2018-01-11,0.21,22
Roanoke,2018-01-11,0.41,44
Los Angeles,2018-01-12,0,58
Miami,2018-01-12,0.1,76
Fairbanks,2018-01-12,0,-15
Minneapolis,2018-01-12,0,-1
Roanoke,2018-01-12,0.54,59
Los Angeles,2018-01-13,0,65
Miami,2018-01-13,0,72
Fairbanks,2018-01-13,0,-11
Minneapolis,2018-01-13,0,-3
Roanoke,2018-01-13,0.03,39
Los Angeles,2018-01-14,0,71
Miami,2018-01-14,0,62
Fairbanks,2018-01-14,0,9
Minneapolis,2018-01-14,0.17,2
Roanoke,2018-01-14,0,21
Los Angeles,2018-01-15,0,62
Miami,2018-01-15,0,63
Fairbanks,2018-01-15,0,19
Minneapolis,2018-01-15,0,9
Roanoke,2018-01-15,0,22
Los Angeles,2018-01-16,0,60
Miami,2018-01-16,0,68
Fairbanks,2018-01-16,0.15,12
Minneapolis,2018-01-16,0,2
Roanoke,2018-01-16,0,30
Los Angeles,2018-01-17,0,62
Miami,2018-01-17,0,67
Fairbanks,2018-01-17,0.55,27
Minneapolis,2018-01-17,0,8
Roanoke,2018-01-17,0.15,28
Los Angeles,2018-01-18,0,63
Miami,2018-01-18,0,56
Fairbanks,2018-01-18,0.06,20
Minneapolis,2018-01-18,0,29
Roanoke,2018-01-18,0,22
Los Angeles,2018-01-19,0,60
Miami,2018-01-19,0,58
Fairbanks,2018-01-19,0.12,15
Minneapolis,2018-01-19,0,34
Roanoke,2018-01-19,0,38
Los Angeles,2018-01-20,0,57
Miami,2018-01-20,0,68
Fairbanks,2018-01-20,0.01,4
Minneapolis,2018-01-20,0,35
Roanoke,2018-01-20,0,46
Los Angeles,2018-01-21,0,55
Miami,2018-01-21,0,74
Fairbanks,2018-01-21,0,-19
Minneapolis,2018-01-21,0,36
Roanoke,2018-01-21,0,51
Los Angeles,2018-01-22,0,56
Miami,2018-01-22,0,75
Fairbanks,2018-01-22,0.13,-12
Minneapolis,2018-01-22,1.03,33
Roanoke,2018-01-22,0,49
Los Angeles,2018-01-23,0,59
Miami,2018-01-23,0,77
Fairbanks,2018-01-23,0.07,-10
Minneapolis,2018-01-23,0,23
Roanoke,2018-01-23,0.22,54
Los Angeles,2018-01-24,0,61
Miami,2018-01-24,0.01,75
Fairbanks,2018-01-24,0,-26
Minneapolis,2018-01-24,0,20
Roanoke,2018-01-24,0,42
Los Angeles,2018-01-25,0,57
Miami,2018-01-25,0,72
Fairbanks,2018-01-25,0.01,-25
Minneapolis,2018-01-25,0.01,25
Roanoke,2018-01-25,0,37
Los Angeles,2018-01-26,0,57
Miami,2018-01-26,0,73
Fairbanks,2018-01-26,0,-28
Minneapolis,2018-01-26,0,35
Roanoke,2018-01-26,0,36
Los Angeles,2018-01-27,0,59
Miami,2018-01-27,0,74
Fairbanks,2018-01-27,0,-17
Minneapolis,2018-01-27,0,31
Roanoke,2018-01-27,0,42
Los Angeles,2018-01-28,0,65
Miami,2018-01-28,0,76
Fairbanks,2018-01-28,0,-20
Minneapolis,2018-01-28,0,20
Roanoke,2018-01-28,0.44,51
Los Angeles,2018-01-29,0,73
Miami,2018-01-29,0.09,78
Fairbanks,2018-01-29,0,-27
Minneapolis,2018-01-29,0,11
Roanoke,2018-01-29,0.28,44
Los Angeles,2018-01-30,0,72
Miami,2018-01-30,0,68
Fairbanks,2018-01-30,0,-20
Minneapolis,2018-01-30,0,11
Roanoke,2018-01-30,0.01,32
Los Angeles,2018-01-31,0,65
Miami,2018-01-31,0,62
Fairbanks,2018-01-31,0,-18
Minneapolis,2018-01-31,0.13,27
Roanoke,2018-01-31,0,29
Los Angeles,2018-02-01,0,62
Miami,2018-02-01,0,69
Fairbanks,2018-02-01,0,-23
Minneapolis,2018-02-01,0,7
Roanoke,2018-02-01,0,43
Los Angeles,2018-02-02,0,63
Miami,2018-02-02,0,72
Fairbanks,2018-02-02,0,-24
Minneapolis,2018-02-02,0,0
Roanoke,2018-02-02,0,34
Los Angeles,2018-02-03,0,63
Miami,2018-02-03,0.12,71
Fairbanks,2018-02-03,0,-21
Minneapolis,2018-02-03,0.15,14
Roanoke,2018-02-03,0,24
Los Angeles,2018-02-04,0,62
Miami,2018-02-04,0,74
Fairbanks,2018-02-04,0,-17
Minneapolis,2018-02-04,0,4
Roanoke,2018-02-04,0.91,33
Los Angeles,2018-02-05,0,61
Miami,2018-02-05,0,75
Fairbanks,2018-02-05,0,-19
Minneapolis,2018-02-05,0,3
Roanoke,2018-02-05,0,37
Los Angeles,2018-02-06,0,58
Miami,2018-02-06,0,74
Fairbanks,2018-02-06,0,-16
Minneapolis,2018-02-06,0,3
Roanoke,2018-02-06,0.08,35
Los Angeles,2018-02-07,0,61
Miami,2018-02-07,0,76
Fairbanks,2018-02-07,0,-19
Minneapolis,2018-02-07,0.02,8
Roanoke,2018-02-07,0.93,36
Los Angeles,2018-02-08,0,62
Miami,2018-02-08,0,77
Fairbanks,2018-02-08,0,-22
Minneapolis,2018-02-08,0.01,9
Roanoke,2018-02-08,0,37
Los Angeles,2018-02-09,0,61
Miami,2018-02-09,0.04,77
Fairbanks,2018-02-09,0,-18
Minneapolis,2018-02-09,0,8
Roanoke,2018-02-09,0,37
Los Angeles,2018-02-10,0,60
Miami,2018-02-10,0,77
Fairbanks,2018-02-10,0,-17
Minneapolis,2018-02-10,0,6
Roanoke,2018-02-10,0.91,41
Los Angeles,2018-02-11,0,59
Miami,2018-02-11,0,78
Fairbanks,2018-02-11,0,-5
Minneapolis,2018-02-11,0,6
Roanoke,2018-02-11,0.63,51
Los Angeles,2018-02-12,0,58
Miami,2018-02-12,0,79
Fairbanks,2018-02-12,0,16
Minneapolis,2018-02-12,0,8
Roanoke,2018-02-12,0,55
Los Angeles,2018-02-13,0,56
Miami,2018-02-13,0,78
Fairbanks,2018-02-13,0,26
Minneapolis,2018-02-13,0,14
Roanoke,2018-02-13,0.08,39
Los Angeles,2018-02-14,0,61
Miami,2018-02-14,0,78
Fairbanks,2018-02-14,0,25
Minneapolis,2018-02-14,0,28
Roanoke,2018-02-14,0.04,40
Los Angeles,2018-02-15,0,61
Miami,2018-02-15,0,76
Fairbanks,2018-02-15,0,27
Minneapolis,2018-02-15,0,34
Roanoke,2018-02-15,0,59
Los Angeles,2018-02-16,0,62
Miami,2018-02-16,0,74
Fairbanks,2018-02-16,0,18
Minneapolis,2018-02-16,0,13
Roanoke,2018-02-16,0.02,65
Los Angeles,2018-02-17,0,61
Miami,2018-02-17,0,75
Fairbanks,2018-02-17,0,10
Minneapolis,2018-02-17,0.01,25
Roanoke,2018-02-17,0.09,41
Los Angeles,2018-02-18,0,59
Miami,2018-02-18,0,76
Fairbanks,2018-02-18,0,14
Minneapolis,2018-02-18,0,28
Roanoke,2018-02-18,0,44
Los Angeles,2018-02-19,0,55
Miami,2018-02-19,0.1,76
Fairbanks,2018-02-19,0,22
Minneapolis,2018-02-19,0.13,26
Roanoke,2018-02-19,0.21,44
Los Angeles,2018-02-20,0,51
Miami,2018-02-20,0,79
Fairbanks,2018-02-20,0,25
Minneapolis,2018-02-20,0.05,20
Roanoke,2018-02-20,0,56
Los Angeles,2018-02-21,0,53
Miami,2018-02-21,0,78
Fairbanks,2018-02-21,0,20
Minneapolis,2018-02-21,0,11
Roanoke,2018-02-21,0,62
Los Angeles,2018-02-22,0,
Miami,2018-02-22,0.01,75
Fairbanks,2018-02-22,0,
Minneapolis,2018-02-22,0.3,15
Roanoke,2018-02-22,0,65
Los Angeles,2018-02-23,0,53
Miami,2018-02-23,0.02,
Fairbanks,2018-02-23,0,23
Minneapolis,2018-02-23,0.15,28
Roanoke,2018-02-23,0,
Los Angeles,2018-02-24,0,52
Miami,2018-02-24,0,76
Fairbanks,2018-02-24,0,2
Minneapolis,2018-02-24,0.51,18
Roanoke,2018-02-24,0.01,54
Los Angeles,2018-02-25,0,54
Miami,2018-02-25,0,76
Fairbanks,2018-02-25,0,7
Minneapolis,2018-02-25,0,23
Roanoke,2018-02-25,0.06,62
Los Angeles,2018-02-26,0.1,56
Miami,2018-02-26,0.02,76
Fairbanks,2018-02-26,0,9
Minneapolis,2018-02-26,0,27
Roanoke,2018-02-26,0,54
Los Angeles,2018-02-27,0,52
Miami,2018-02-27,0.06,75
Fairbanks,2018-02-27,0,11
Minneapolis,2018-02-27,0,34
Roanoke,2018-02-27,0,44
Los Angeles,2018-02-28,0,51
Miami,2018-02-28,0,76
Fairbanks,2018-02-28,0,5
Minneapolis,2018-02-28,0,35
Roanoke,2018-02-28,0.01,47
Los Angeles,2018-03-01,0,54
Miami,2018-03-01,0,75
Fairbanks,2018-03-01,0,-15
Minneapolis,2018-03-01,0,35
Roanoke,2018-03-01,0.35,50
Los Angeles,2018-03-02,0.38,55
Miami,2018-03-02,0,77
Fairbanks,2018-03-02,0,1
Minneapolis,2018-03-02,0,28
Roanoke,2018-03-02,0,46
Los Angeles,2018-03-03,0.1,55
Miami,2018-03-03,0,72
Fairbanks,2018-03-03,0,12
Minneapolis,2018-03-03,0,38
Roanoke,2018-03-03,0,40
Los Angeles,2018-03-04,0,53
Miami,2018-03-04,0,67
Fairbanks,2018-03-04,0,14
Minneapolis,2018-03-04,0.07,38
Roanoke,2018-03-04,0,44
Los Angeles,2018-03-05,,57
Miami,2018-03-05,0,66
Fairbanks,2018-03-05,,9
Minneapolis,2018-03-05,,36
Roanoke,2018-03-05,0,43
Los Angeles,2018-03-06,,60
Miami,2018-03-06,,65
Fairbanks,2018-03-06,,18
Minneapolis,2018-03-06,,29
Roanoke,2018-03-06,,42
